sample_id,mission_day,terrain_type,latitude,longitude,distance_to_rover_m,battery_remaining_pct,comm_delay_s,radiation_msv_h,temperature_c,spectral_ice_index,spectral_metal_index,image_confidence,storage_remaining_kg,sample_mass_g,slope_deg,scientific_value_score,priority_label
AST-0356,27,basalto,24.98023,-51.72571,943.38,84.9,9.38,6.72,-31.22,0.349,0.345,0.727,6.03,151.8,4.71,25.55,Baixa
AST-0357,27,metalico,-28.14817,21.81581,701.92,84.14,7.82,2.715,-58.53,0.137,0.35,0.953,2.46,184.3,13.73,35.37,Media
AST-0358,20,metalico,-15.68533,-6.98071,495.52,95.97,8.79,1.216,-80.85,0.377,0.829,0.789,7.15,109.7,19.71,68.91,Alta
AST-0359,11,basalto,-6.00757,64.05941,2310.4,61.68,8.62,2.082,-50.43,0.747,0.288,0.912,4.25,193.1,23.06,25.87,Baixa
AST-0360,13,basalto,-32.02794,60.10638,453.25,38.73,8.05,2.123,-64.53,0.57,0.585,0.707,5.11,85.0,0.0,56.53,Alta
AST-0361,5,poeira_fina,-3.62487,-65.49691,744.79,54.45,6.34,1.034,-64.75,0.61,0.33,0.708,4.48,117.3,28.12,38.92,Media
AST-0362,13,regolitho,-16.43506,-55.3628,700.32,62.21,7.26,0.889,-72.35,0.177,0.389,0.8,1.88,238.4,13.92,14.72,Baixa
AST-0363,11,regolitho,-7.50855,30.65322,804.02,43.87,5.68,1.524,-32.1,0.411,0.171,0.843,2.82,88.7,17.36,20.68,Baixa
AST-0364,2,regolitho,-5.24282,34.71569,2202.5,91.67,10.85,2.256,-51.0,0.048,0.225,0.77,3.57,108.8,0.0,0.0,Baixa
AST-0365,7,gelo_suspeito,26.55882,-66.70803,1055.5,100.0,10.6,0.759,-29.0,0.732,0.561,0.822,5.69,76.1,9.34,84.1,Alta
AST-0366,17,cratera,-16.07613,-61.08556,491.82,70.61,9.89,2.178,-20.58,0.32,0.352,0.855,2.36,99.5,19.93,32.98,Media
AST-0367,12,metalico,27.56202,69.8562,1778.7,61.8,6.87,2.029,-45.15,0.395,0.753,0.634,3.1,152.6,2.78,38.16,Media
AST-0368,30,gelo_suspeito,-5.18203,53.0679,1180.19,38.69,5.24,1.598,-72.18,0.824,0.095,0.752,4.53,183.9,0.0,55.61,Alta
AST-0369,15,cratera,-12.05346,-131.38171,499.34,89.84,9.67,3.718,-28.87,0.398,0.338,0.733,4.96,144.0,14.86,35.69,Media
AST-0370,29,poeira_fina,0.17584,-21.22492,1606.46,63.37,8.84,0.831,-44.96,0.19,0.314,0.738,4.92,127.1,10.65,9.32,Baixa
AST-0371,20,metalico,-5.75797,141.37419,222.07,56.8,7.38,4.52,14.89,0.244,0.402,0.835,2.92,76.6,21.09,38.12,Media
AST-0372,2,cratera,-16.98394,-166.92996,281.28,70.66,5.31,1.813,-49.32,0.293,0.257,0.734,2.06,105.0,14.97,39.84,Media
AST-0373,7,cratera,0.18755,127.85902,157.94,51.46,7.55,1.886,-38.46,0.323,0.187,0.569,5.05,60.0,12.56,32.77,Media
AST-0374,22,cratera,-24.37388,-121.25586,93.24,64.64,4.18,2.348,-49.87,0.843,0.337,0.764,6.31,185.5,20.78,63.53,Alta
AST-0375,17,regolitho,-10.3649,2.60951,1532.91,36.04,8.99,0.941,-60.77,0.524,0.327,0.673,3.82,189.3,18.23,13.01,Baixa
AST-0376,10,regolitho,4.60532,-27.23889,811.18,81.57,10.11,1.541,-65.25,0.198,0.318,0.845,2.7,142.8,6.04,22.84,Baixa
AST-0377,16,poeira_fina,-6.06142,-176.35344,173.37,60.12,10.21,1.517,-49.76,0.441,0.395,0.879,3.7,169.3,17.61,29.82,Media
AST-0378,28,cratera,22.67387,149.5429,687.14,82.86,8.55,1.493,-43.41,0.047,0.22,0.551,4.85,193.2,13.36,18.55,Baixa
AST-0379,12,cratera,-17.02948,-16.22692,1288.53,58.38,4.38,1.824,-25.68,0.288,0.45,0.705,3.97,150.6,12.24,35.55,Media
AST-0380,2,gelo_suspeito,32.88401,163.53658,391.18,59.55,7.21,1.905,-49.35,0.514,0.287,0.829,6.27,221.6,15.7,48.23,Alta
AST-0381,10,basalto,19.93054,-76.7722,555.24,40.18,11.6,1.36,-70.96,0.325,0.234,0.635,5.59,88.7,16.92,15.27,Baixa
AST-0382,29,poeira_fina,32.73151,131.85928,2379.7,75.68,6.29,2.577,-67.15,0.349,0.392,0.876,4.56,125.8,13.23,17.57,Baixa
AST-0383,23,metalico,23.66956,152.06025,594.34,46.23,6.79,1.446,-95.04,0.426,0.78,0.905,1.56,119.3,3.44,67.21,Alta
AST-0384,26,basalto,-25.05273,20.45967,188.01,53.24,9.74,1.016,-11.49,0.412,0.556,0.772,3.33,180.6,0.0,49.98,Alta
AST-0385,28,cratera,1.85221,-107.036,468.59,62.02,8.19,1.927,-73.15,0.03,0.343,0.705,3.53,66.1,13.09,21.66,Baixa
AST-0386,4,poeira_fina,-23.1015,66.68908,161.5,64.18,12.07,1.451,-30.91,0.087,0.29,0.536,3.25,224.6,17.8,5.72,Baixa
AST-0387,9,gelo_suspeito,22.27591,17.6321,1114.53,31.29,5.68,0.886,-50.26,0.522,0.132,0.88,4.57,175.9,14.15,40.41,Media
AST-0388,2,poeira_fina,5.89135,160.03068,346.62,57.85,4.57,0.854,-49.5,0.36,0.287,0.99,4.6,241.3,12.69,42.42,Media
AST-0389,1,regolitho,-16.55855,-21.86206,337.34,76.31,9.43,1.988,-61.29,0.243,0.628,0.988,1.96,142.8,10.95,39.02,Media
AST-0390,26,poeira_fina,30.07193,-83.33509,2517.65,55.19,5.67,0.705,-80.06,0.303,0.381,0.769,5.43,114.7,13.16,20.2,Baixa
AST-0391,29,gelo_suspeito,-26.93698,-130.21668,254.17,57.95,6.25,2.961,-85.12,0.539,0.397,0.67,4.32,181.1,4.04,53.36,Alta
AST-0392,5,regolitho,4.47037,71.50808,213.53,64.92,6.51,1.685,-9.6,0.3,0.45,0.882,4.8,201.7,16.46,34.71,Media
AST-0393,22,basalto,15.47284,170.67946,294.48,59.73,8.99,1.538,-54.81,0.288,0.34,0.776,5.34,105.7,16.92,34.19,Media
AST-0394,17,gelo_suspeito,-30.8806,-169.79624,1315.46,43.45,8.79,0.984,-26.49,0.382,0.375,0.843,3.23,35.1,8.51,42.13,Media
AST-0395,3,regolitho,6.84992,86.56033,1016.98,61.35,8.23,2.212,-19.22,0.608,0.107,0.823,6.06,44.6,14.06,42.34,Media
AST-0396,28,basalto,22.11309,153.69493,463.78,79.89,5.95,1.566,-69.5,0.182,0.229,0.8,4.1,159.4,0.0,29.61,Media
AST-0397,27,metalico,-30.27309,-153.07865,430.57,43.08,9.48,1.152,-46.14,0.204,0.602,0.903,6.42,229.7,12.26,44.86,Alta
AST-0398,18,cratera,0.85701,-140.33878,964.04,55.26,16.0,2.703,-56.74,0.606,0.662,0.907,3.05,73.5,12.44,36.28,Media
AST-0399,22,basalto,-16.901,69.10456,833.29,37.13,8.62,0.735,-90.4,0.131,0.298,0.733,6.31,130.0,19.81,17.35,Baixa
AST-0400,12,cratera,11.40471,53.26682,623.8,78.94,7.16,1.25,-63.19,0.12,0.25,0.688,3.03,125.8,14.02,32.81,Media
AST-0401,24,cratera,-26.69258,-155.22213,1041.18,60.34,4.39,1.518,-41.55,0.409,0.329,0.515,7.87,250.6,21.75,39.51,Media
AST-0402,14,poeira_fina,30.5936,120.39219,277.2,46.7,5.3,1.835,-71.97,0.189,0.43,0.752,2.97,269.2,8.26,17.73,Baixa
AST-0403,30,metalico,27.631,8.43259,351.65,63.66,6.28,1.566,-67.1,0.317,0.681,0.67,5.78,168.3,0.0,70.18,Alta
AST-0404,2,regolitho,-21.98179,146.59105,1078.69,40.34,6.09,2.514,-62.85,0.274,0.309,0.836,3.79,194.4,9.42,23.81,Baixa
AST-0405,6,poeira_fina,-12.37139,136.07672,881.66,43.4,7.09,1.037,1.12,0.511,0.32,0.753,5.3,192.9,12.38,31.38,Media
AST-0406,30,poeira_fina,6.13445,112.5028,722.8,35.72,10.93,2.031,-109.35,0.113,0.126,0.765,4.24,74.6,12.06,0.0,Baixa
AST-0407,9,cratera,15.26436,5.7236,2461.03,42.8,11.0,2.628,-43.95,0.464,0.355,0.879,2.77,183.4,14.21,7.45,Baixa
AST-0408,10,metalico,-4.01408,-89.38417,1199.97,86.43,7.01,1.026,-65.09,0.364,0.884,0.834,0.4,88.9,7.45,63.01,Alta
AST-0409,24,regolitho,-24.05961,2.15118,474.94,48.8,4.18,1.865,-75.94,0.202,0.247,0.777,7.81,135.6,8.73,36.86,Media
AST-0410,6,poeira_fina,-27.7094,-143.7079,378.11,70.39,9.71,1.522,-65.78,0.016,0.307,0.976,4.4,207.7,3.12,12.59,Baixa
AST-0411,16,gelo_suspeito,34.98357,57.18461,911.24,46.95,7.04,1.182,-39.31,0.561,0.668,0.871,0.4,149.5,0.0,57.93,Alta
AST-0412,9,gelo_suspeito,-3.12535,-131.7682,1529.79,75.67,3.79,1.598,-37.71,0.434,0.198,0.744,4.72,205.6,10.25,50.61,Alta
AST-0413,6,regolitho,26.07722,4.02227,137.08,43.53,8.17,1.48,-52.79,0.448,0.48,0.749,5.27,216.5,5.78,47.65,Alta
AST-0414,29,poeira_fina,-1.23368,-160.42249,865.58,62.71,9.37,1.464,-27.4,0.38,0.389,0.877,3.3,48.4,18.56,27.39,Baixa
AST-0415,6,regolitho,29.56503,-72.1755,548.15,62.95,1.55,1.303,-22.47,0.71,0.651,0.812,3.31,25.2,0.0,78.82,Alta
AST-0416,3,regolitho,-28.85684,-96.45103,811.0,100.0,5.27,0.872,-35.14,0.326,0.411,0.667,4.27,208.9,13.04,42.91,Alta
AST-0417,21,regolitho,-27.01866,43.21136,199.09,73.35,6.4,1.622,-73.29,0.117,0.129,0.888,5.98,211.1,25.85,24.77,Baixa
AST-0418,27,metalico,30.07425,103.24322,1529.07,51.33,9.21,1.093,-44.16,0.37,0.832,0.928,4.44,159.1,9.72,50.93,Alta
AST-0419,4,regolitho,31.32451,-159.37094,1803.71,74.33,6.65,0.991,-44.02,0.338,0.435,0.92,6.35,166.6,10.98,35.01,Media
AST-0420,22,poeira_fina,-12.96978,126.10213,1126.75,100.0,5.47,1.407,-80.84,0.402,0.603,0.96,5.88,194.1,13.98,45.78,Alta
AST-0421,17,gelo_suspeito,-10.13846,129.87637,2041.45,32.67,9.56,2.182,-101.94,0.716,0.261,0.99,3.98,193.1,14.53,37.63,Media
AST-0422,25,regolitho,-3.32848,-56.78313,527.28,46.84,5.85,1.705,-114.64,0.5,0.23,0.98,2.1,128.3,8.14,29.79,Media
AST-0423,4,regolitho,-5.86868,57.24146,851.18,57.74,8.3,1.235,-56.04,0.205,0.78,0.827,3.98,197.6,3.94,40.42,Media
AST-0424,30,regolitho,-21.69683,-35.05931,1138.13,54.49,4.87,1.213,-49.65,0.366,0.405,0.767,5.04,125.9,15.57,30.36,Media
AST-0425,19,basalto,27.88628,-124.49128,919.67,56.01,4.18,2.088,-91.09,0.221,0.875,0.589,4.38,158.4,0.0,50.0,Alta
AST-0426,26,metalico,-17.26847,10.31847,580.72,38.52,8.58,0.533,-28.71,0.272,0.565,0.791,5.19,156.0,16.83,38.92,Media
AST-0427,11,regolitho,14.36907,-148.91052,628.88,87.27,7.5,2.245,-53.74,0.232,0.563,0.847,5.51,97.7,8.26,40.69,Media
AST-0428,29,metalico,-30.2991,136.24998,1698.79,36.39,9.74,0.675,-20.22,0.342,0.559,0.795,5.04,104.1,11.02,36.34,Media
AST-0429,19,regolitho,-32.28741,152.74431,696.28,58.4,5.83,0.829,-47.62,0.376,0.34,0.582,3.91,267.9,7.32,33.84,Media
AST-0430,4,metalico,10.76113,115.78073,1472.58,80.82,5.8,1.244,-87.86,0.405,0.548,0.758,5.03,95.9,21.02,55.29,Alta
AST-0431,28,poeira_fina,-11.26889,22.51012,669.88,61.46,9.97,4.164,-45.17,0.212,0.2,0.861,7.43,165.3,12.74,8.68,Baixa
AST-0432,24,metalico,10.88216,20.73549,1466.79,44.37,4.2,3.336,-39.24,0.31,0.93,0.677,2.21,176.9,8.75,39.38,Media
AST-0433,10,gelo_suspeito,-28.41852,174.45866,751.73,37.72,9.79,2.155,-73.33,0.618,0.629,0.808,4.98,142.0,8.55,54.09,Alta
AST-0434,17,metalico,31.4896,-90.75539,1074.74,57.86,10.17,1.841,-98.38,0.138,0.772,0.837,6.86,181.9,9.96,38.9,Media
AST-0435,12,regolitho,17.39601,-152.65859,417.67,48.37,8.69,0.678,-55.19,0.191,0.434,0.913,2.66,163.1,27.78,25.39,Baixa
AST-0436,17,regolitho,26.33871,22.29873,849.87,65.69,5.59,1.683,-86.02,0.374,0.56,0.978,5.7,97.1,1.78,56.82,Alta
AST-0437,29,regolitho,-25.44706,-61.63718,422.7,36.77,5.01,1.225,-26.62,0.62,0.226,0.748,5.89,174.5,18.58,34.74,Media
AST-0438,27,basalto,-12.58873,-63.95804,517.28,76.63,6.41,1.086,-69.4,0.141,0.75,0.81,2.23,115.0,14.98,50.25,Alta
AST-0439,7,gelo_suspeito,-9.21591,-177.44927,550.3,64.08,4.04,1.681,-9.71,0.613,0.711,0.814,5.3,240.7,21.78,78.59,Alta
AST-0440,30,gelo_suspeito,2.60209,34.64619,620.83,65.42,4.83,1.269,-117.48,0.732,0.623,0.861,3.92,168.6,15.4,70.15,Alta
AST-0441,14,poeira_fina,-14.21921,-84.94787,1356.71,87.94,8.89,2.319,-54.23,0.137,0.124,0.849,4.22,106.5,11.02,5.27,Baixa
AST-0442,22,regolitho,-30.75585,-112.37092,501.91,54.12,8.29,0.656,-17.98,0.198,0.356,0.947,3.85,163.8,18.14,17.28,Baixa
AST-0443,23,gelo_suspeito,-9.17851,-165.4445,789.08,48.94,4.75,1.622,-82.93,0.634,0.339,0.534,6.14,94.1,12.61,58.4,Alta
AST-0444,15,regolitho,-17.18155,-48.82983,1469.88,52.14,9.04,1.056,-62.46,0.376,0.074,0.836,4.14,159.2,16.28,9.94,Baixa
AST-0445,14,cratera,-7.98551,136.42879,1059.54,58.53,8.26,1.954,-69.29,0.743,0.101,0.844,3.65,132.6,24.74,33.48,Media
AST-0446,14,gelo_suspeito,-21.21283,-58.79851,140.14,60.36,9.92,1.799,-77.15,0.676,0.192,0.764,3.68,99.5,11.65,46.75,Alta
AST-0447,26,poeira_fina,-16.66725,64.46672,193.88,47.05,7.89,0.949,-51.15,0.336,0.316,0.541,3.82,98.8,8.03,21.04,Baixa
AST-0448,12,basalto,8.88666,92.35691,931.67,25.58,9.49,1.689,-94.27,0.297,0.287,0.783,2.79,278.9,6.49,13.84,Baixa
AST-0449,9,regolitho,-7.82923,-61.88371,482.3,51.9,7.89,1.425,-61.11,0.34,0.641,0.712,3.64,150.0,14.15,38.28,Media
AST-0450,11,basalto,-10.82316,115.79066,168.49,68.48,8.78,1.165,-43.55,0.051,0.045,0.975,4.46,121.3,4.85,15.87,Baixa
AST-0451,6,regolitho,2.37339,69.07668,455.01,64.45,3.99,1.269,-64.02,0.379,0.62,0.831,4.87,111.7,8.55,48.61,Alta
AST-0452,12,poeira_fina,19.03024,21.3272,956.03,83.59,6.92,1.463,-86.01,0.288,0.145,0.702,5.99,170.9,4.23,31.46,Media
AST-0453,4,gelo_suspeito,-8.47924,-179.64271,545.63,97.2,6.8,1.11,-29.15,0.955,0.222,0.564,4.64,109.9,14.56,71.36,Alta
AST-0454,3,regolitho,6.12636,-167.36732,735.47,75.67,6.49,1.573,-37.55,0.205,0.533,0.855,3.64,84.8,5.73,38.48,Media
AST-0455,22,regolitho,32.63418,176.7117,583.66,86.89,7.89,1.384,-87.15,0.225,0.221,0.867,2.88,143.2,1.99,25.17,Baixa
AST-0456,3,regolitho,1.53861,101.62221,405.64,75.8,8.19,1.191,-94.24,0.461,0.218,0.766,4.71,142.8,3.22,44.2,Alta
AST-0457,18,poeira_fina,28.68583,157.52349,838.26,92.78,7.96,3.207,-84.65,0.465,0.239,0.856,4.14,122.1,7.0,25.7,Baixa
AST-0458,24,basalto,20.55708,144.82915,150.98,95.32,6.22,1.891,-42.73,0.597,0.29,0.752,4.18,96.0,7.64,58.32,Alta
AST-0459,22,metalico,-30.88969,-172.64053,364.67,79.12,5.14,1.32,-50.28,0.817,0.651,0.907,4.67,123.5,12.76,91.43,Alta
AST-0460,14,gelo_suspeito,-4.96308,105.06502,1196.93,74.71,9.77,1.675,-35.88,0.728,0.563,0.899,5.03,119.2,9.87,69.94,Alta
AST-0461,6,basalto,13.88229,-17.58753,199.9,58.31,7.41,0.988,-67.13,0.145,0.198,0.61,4.68,111.5,13.59,22.65,Baixa
AST-0462,28,regolitho,34.06983,104.24095,709.01,61.26,4.77,1.288,-83.89,0.307,0.588,0.637,4.06,160.2,14.15,34.62,Media
AST-0463,26,poeira_fina,-2.91366,-177.58232,513.18,55.92,6.44,1.358,-32.27,0.095,0.445,0.99,3.18,267.4,16.18,19.95,Baixa
AST-0464,19,cratera,-28.50502,-76.24825,475.96,73.18,3.0,1.389,-73.5,0.089,0.111,0.893,3.44,218.2,2.12,28.35,Media
AST-0465,3,basalto,4.34064,90.47656,1273.94,49.03,7.49,1.867,-52.78,0.604,0.313,0.651,5.49,251.8,3.11,35.48,Media
AST-0466,2,gelo_suspeito,-26.14053,105.48748,1442.01,58.56,7.09,1.249,-101.4,0.394,0.6,0.617,3.71,113.8,14.88,45.06,Alta
AST-0467,10,gelo_suspeito,17.60637,43.09726,293.83,19.61,5.45,1.336,-73.95,0.727,0.408,0.813,2.42,237.1,12.48,56.12,Alta
AST-0468,5,poeira_fina,0.53739,-71.54777,624.63,93.02,10.43,1.214,-29.74,0.321,0.497,0.664,5.92,157.5,17.84,38.04,Media
AST-0469,26,regolitho,15.6402,-68.26947,111.56,58.03,4.04,5.939,-78.06,0.418,0.399,0.755,2.98,199.2,0.19,32.12,Media
AST-0470,7,basalto,25.85533,168.03503,1226.36,70.2,8.93,1.164,-35.19,0.268,0.685,0.785,4.35,170.2,7.67,31.02,Media
AST-0471,9,cratera,9.02636,-21.88362,682.31,88.24,11.8,1.545,-123.27,0.28,0.263,0.78,4.99,126.1,12.86,28.46,Media
AST-0472,30,basalto,7.87075,-19.0348,186.87,67.41,9.0,0.763,-73.66,0.583,0.394,0.914,4.3,184.6,12.17,53.08,Alta
AST-0473,25,regolitho,17.81992,18.83979,379.57,88.0,6.7,2.207,-62.8,0.596,0.539,0.99,0.83,171.7,11.25,52.68,Alta
AST-0474,7,regolitho,23.97185,-32.57916,271.14,39.65,4.2,2.862,-9.21,0.355,0.693,0.737,4.85,47.7,14.28,44.16,Alta
AST-0475,12,cratera,25.83377,18.96176,361.67,100.0,3.76,2.082,-90.73,0.199,0.251,0.666,6.16,138.2,13.17,40.66,Media
AST-0476,16,cratera,-32.44989,-24.35925,123.79,81.57,5.68,3.408,-39.21,0.373,0.197,0.833,5.4,193.0,21.28,35.55,Media
AST-0477,20,cratera,3.93332,117.61737,1687.04,65.77,6.19,3.318,-28.41,0.122,0.426,0.969,1.33,160.3,22.27,9.99,Baixa
AST-0478,29,basalto,-19.86115,147.25837,303.76,87.65,5.13,1.44,-78.2,0.413,0.15,0.746,7.28,170.8,3.17,50.15,Alta
AST-0479,27,gelo_suspeito,25.22421,155.55969,707.78,40.96,6.29,1.395,-68.46,0.989,0.079,0.884,2.44,103.7,11.32,66.42,Alta
AST-0480,30,cratera,10.38784,23.14663,949.99,56.8,6.95,2.35,-54.03,0.262,0.275,0.698,2.79,159.1,21.29,19.0,Baixa
AST-0481,2,cratera,-5.58443,-20.82652,1443.36,88.0,8.6,2.918,-99.48,0.74,0.544,0.792,5.39,139.7,18.81,49.67,Alta
AST-0482,8,regolitho,-21.8327,73.88642,725.64,28.39,4.3,1.875,-70.74,0.33,0.125,0.662,4.93,133.8,8.15,24.84,Baixa
AST-0483,17,basalto,-11.26835,121.79649,576.94,72.09,5.41,1.157,-22.27,0.433,0.299,0.791,4.41,107.6,12.78,47.15,Alta
AST-0484,2,cratera,14.26444,22.67361,747.84,71.58,6.68,2.738,-43.37,0.512,0.252,0.777,3.5,195.3,4.3,35.49,Media
AST-0485,11,regolitho,-20.69483,71.99317,292.37,97.45,6.28,3.825,-62.39,0.294,0.894,0.857,6.16,164.0,10.87,45.41,Alta
AST-0486,5,cratera,-28.44919,89.90257,313.58,33.51,10.76,2.268,-54.83,0.123,0.104,0.986,4.24,158.5,4.6,9.3,Baixa
AST-0487,28,basalto,27.16201,63.50176,566.81,90.97,7.42,2.319,-41.73,0.26,0.768,0.747,2.11,257.8,14.56,45.38,Alta
AST-0488,2,regolitho,18.49472,88.60808,79.92,51.93,3.01,2.0,-36.37,0.368,0.319,0.57,6.03,171.1,3.19,47.26,Alta
AST-0489,5,basalto,-21.01435,-104.88768,412.71,53.95,7.71,1.774,-73.58,0.602,0.246,0.768,4.61,211.0,12.14,33.85,Media
AST-0490,6,basalto,-14.53819,-0.58516,488.92,40.0,8.05,1.647,-15.03,0.245,0.396,0.823,5.86,160.0,13.23,32.72,Media
AST-0491,5,gelo_suspeito,33.04491,31.77668,2239.06,42.42,7.82,2.349,-21.14,0.92,0.763,0.812,5.1,125.6,11.53,66.37,Alta
AST-0492,18,gelo_suspeito,14.57291,-179.10794,1566.51,69.26,4.95,2.167,-39.04,0.928,0.338,0.773,7.65,86.7,6.58,81.16,Alta
AST-0493,11,gelo_suspeito,7.73654,128.1465,947.61,41.98,11.04,1.766,-81.6,0.577,0.563,0.954,3.87,158.3,9.53,55.81,Alta
AST-0494,28,cratera,-13.46601,39.60882,1246.85,75.33,5.04,1.822,-86.57,0.677,0.106,0.805,4.32,25.0,22.79,47.87,Alta
AST-0495,8,metalico,-14.06124,-133.51092,311.28,50.07,8.18,1.865,-67.14,0.243,0.456,0.778,5.31,160.0,8.03,46.63,Alta
AST-0496,17,basalto,-32.23335,113.88855,762.37,40.17,7.48,1.522,-56.3,0.093,0.553,0.704,3.87,162.3,11.15,24.61,Baixa
AST-0497,20,cratera,15.99373,78.14051,1145.69,52.5,8.64,1.692,-107.52,0.336,0.247,0.598,5.42,133.0,9.74,22.35,Baixa
AST-0498,19,basalto,-31.97773,92.98784,313.75,68.06,10.48,5.235,-44.15,0.174,0.336,0.826,0.4,139.9,18.14,13.22,Baixa
AST-0499,24,cratera,-34.65999,-38.86471,194.44,57.01,7.87,1.499,-21.95,0.15,0.734,0.817,4.2,76.2,16.47,38.16,Media
AST-0500,7,basalto,16.06466,127.5129,879.56,62.62,5.9,2.414,-41.86,0.362,0.277,0.673,4.16,221.2,5.65,30.26,Media
AST-0501,16,gelo_suspeito,31.42116,-30.95007,216.24,74.53,9.09,1.064,-76.93,0.608,0.516,0.785,4.11,126.5,11.05,71.49,Alta
AST-0502,25,poeira_fina,17.95521,25.3833,1007.93,81.48,5.83,1.664,-80.24,0.699,0.25,0.774,3.07,91.5,9.31,49.87,Alta
AST-0503,26,poeira_fina,-1.98519,-179.76877,1427.21,56.42,7.88,4.982,-49.6,0.126,0.368,0.721,5.57,175.0,20.75,0.0,Baixa
AST-0504,19,basalto,-0.97683,52.15432,322.5,43.2,3.89,1.017,-62.29,0.151,0.094,0.703,3.59,151.1,10.69,26.97,Baixa
AST-0505,20,basalto,-4.47045,78.54329,344.25,63.37,4.47,1.132,-45.59,0.494,0.59,0.835,4.58,125.3,1.32,63.55,Alta
AST-0506,26,metalico,-12.27494,24.15937,1399.79,70.47,7.61,1.556,-41.15,0.11,0.978,0.765,4.25,119.5,14.49,51.58,Alta
AST-0507,19,cratera,1.51999,-1.23883,728.48,35.71,7.83,1.984,-27.43,0.378,0.588,0.725,5.0,144.7,27.22,28.21,Media
AST-0508,29,metalico,-4.81943,111.57713,1279.02,45.97,3.67,2.335,-89.7,0.123,0.655,0.695,6.3,219.0,19.38,39.75,Media
AST-0509,4,basalto,6.87175,65.29418,582.69,49.05,8.01,1.233,-51.79,0.527,0.519,0.776,4.57,170.8,3.28,48.33,Alta
AST-0510,11,regolitho,27.86841,-79.89335,616.14,58.26,5.14,2.105,-68.18,0.24,0.53,0.892,5.48,143.1,9.12,34.43,Media
AST-0511,4,regolitho,34.65066,165.2664,714.84,48.3,9.83,0.862,-60.76,0.229,0.167,0.813,4.5,191.9,10.79,13.55,Baixa
AST-0512,3,metalico,-29.48797,74.61619,1953.52,74.73,7.12,0.696,-33.8,0.25,0.712,0.764,3.59,146.5,10.87,48.44,Alta
AST-0513,15,regolitho,-8.07216,175.65801,1213.48,33.11,4.89,1.415,-30.75,0.283,0.498,0.824,4.1,167.1,13.67,20.48,Baixa
AST-0514,7,cratera,-22.35057,169.65407,401.66,33.57,6.95,1.4,-18.84,0.099,0.035,0.94,3.9,153.3,14.48,8.11,Baixa
AST-0515,13,cratera,-10.35157,150.8075,802.0,55.99,5.06,4.302,-46.08,0.2,0.281,0.844,5.1,177.4,8.63,28.13,Media
AST-0516,14,regolitho,-14.87689,91.93375,552.28,58.84,9.69,0.788,-61.08,0.073,0.354,0.819,4.45,120.6,17.66,9.74,Baixa
AST-0517,19,cratera,-22.7824,39.39457,475.95,35.82,6.84,1.717,-65.08,0.126,0.174,0.86,3.19,82.3,10.37,26.29,Baixa
AST-0518,29,gelo_suspeito,18.48532,-118.01856,988.76,51.08,6.87,1.889,-106.57,0.655,0.085,0.773,3.99,194.9,5.39,53.18,Alta
AST-0519,26,regolitho,-0.25979,15.60651,855.08,54.78,8.41,1.205,-20.49,0.254,0.433,0.81,2.16,227.8,3.09,28.23,Media
AST-0520,12,metalico,29.34719,95.53555,325.72,54.92,4.52,0.792,-67.01,0.62,0.316,0.736,4.04,84.9,15.29,61.54,Alta
AST-0521,10,poeira_fina,-32.71853,7.50858,716.13,64.73,4.18,3.927,-43.83,0.11,0.323,0.619,4.3,154.9,11.75,22.55,Baixa
AST-0522,24,cratera,-30.31154,132.56609,464.48,50.09,7.73,2.394,-38.99,0.647,0.765,0.828,6.83,120.3,19.36,67.73,Alta
AST-0523,4,regolitho,-6.77085,-140.52388,946.39,88.6,4.76,1.436,-92.87,0.324,0.087,0.828,6.19,193.6,5.5,33.07,Media
AST-0524,17,basalto,-29.38059,-42.86147,448.31,70.79,4.4,1.427,-83.85,0.534,0.487,0.758,2.85,158.6,2.23,63.71,Alta
AST-0525,13,regolitho,-16.60893,2.14719,618.94,47.47,8.78,2.159,-14.68,0.303,0.284,0.904,4.58,328.0,7.89,16.81,Baixa
AST-0526,6,cratera,34.02208,-24.36289,486.27,63.7,8.0,2.506,-49.87,0.582,0.226,0.711,4.61,128.4,14.37,39.64,Media
AST-0527,19,poeira_fina,-20.37283,-140.90884,145.45,64.23,3.85,1.081,-74.26,0.486,0.45,0.595,3.98,229.6,12.46,38.03,Media
AST-0528,10,poeira_fina,-21.13176,-124.72981,1891.73,83.86,6.49,1.354,-61.54,0.249,0.233,0.713,4.07,234.9,0.0,17.99,Baixa
AST-0529,6,metalico,5.15485,121.54223,710.45,51.19,5.02,1.416,-27.59,0.11,0.755,0.62,3.8,174.3,14.35,42.26,Media
AST-0530,20,cratera,-0.14012,-5.62167,1933.94,75.81,11.79,2.472,-31.84,0.055,0.612,0.827,6.92,147.0,10.62,17.46,Baixa
AST-0531,6,gelo_suspeito,5.63068,-162.45993,733.82,62.75,9.02,0.927,-99.05,0.766,0.705,0.707,3.72,150.2,6.47,73.22,Alta
AST-0532,21,gelo_suspeito,-8.62853,-174.06315,1111.16,88.85,6.37,3.889,-12.24,0.558,0.489,0.898,4.78,145.6,19.22,55.59,Alta
AST-0533,5,cratera,22.87337,-9.54886,423.56,85.24,8.07,1.991,-30.95,0.436,0.451,0.896,0.76,207.3,2.46,47.99,Alta
